"user_id","ltv"
user0088255,15.13
user0006595,10.95
user0068795,34.00
user0050976,33.86
user0110460,590.12
user0013101,11.16
user0010220,10.84
user0011753,11.16
user0084883,669.66
user0064988,25.89
user0017311,106.48
user0107781,94.22
user0112694,12.18
user0109533,11.38
user0104941,220.39
user0065258,28.96
user0092937,11.2
user0071925,41.06
user0118485,36.40
user0013546,11.84
user0026633,50.50
user0097538,10.84
user0015135,83.52
user0028208,24.99
user0065413,10.48
user0073482,22.39
user0051732,11.7
user0055997,947.84
user0013905,11.2
user0012655,178.93
user0005569,150.07
user0086310,10.99
user0018529,14.43
user0074409,10.04
user0111376,10.74
user0057452,10.75
user0045156,16.41
user0027897,11.58
user0056570,10.95
user0049854,10.18
user0055578,321.18
user0033784,35.78
user0041095,39.95
user0028927,256.10
user0074982,11.18
user0112962,11.82
user0022908,143.69
user0092858,10.8
user0061571,11.51
user0117104,20.08
user0077401,12.59
user0028799,50.05
user0087507,13.89
user0039479,556.20
user0073069,11.44
user0076863,11
user0118652,55.43
user0019709,418.35
user0118959,23.47
user0069906,21.34
user0117722,16.11
user0069849,10.39
user0010729,451.48
user0079533,10.93
user0056239,21.45
user0075259,48.49
user0002858,21.24
user0003168,70.07
user0084472,283.30
user0018266,10.79
user0042422,21.41
user0084376,10.74
user0072811,34.79
user0078511,83.79
user0063794,12.24
user0018193,24.72
user0028021,22.66
user0050795,10.92
user0105955,11.52
user0113239,273.09
user0106676,243.06
user0001165,31.60
user0083401,10.99
user0053974,21.67
user0104886,11.33
user0080214,124.20
user0103426,35.58
user0063100,10.83
user0022905,320.04
user0035796,22.34
user0010777,77.23
user0111834,14.68
user0038789,11.4
user0119824,20.64
user0102636,10.11
user0012455,24.51
user0041604,10.95
user0028358,11.16
user0086300,21.17
user0061612,1007.39
user0053831,45.09
user0040231,10.25
user0063781,432.10
user0062222,22.36
user0091593,13.96
user0028519,38.88
user0006987,65.18
user0037343,22.50
user0071059,22.94
user0077917,10.89
user0094148,10.22
user0066677,53.16
user0078008,23.51
user0111096,10.59
user0116221,52.01
user0026872,21.63
user0078435,116.24
user0042563,14.67
user0115951,10.35
user0099625,23.52
user0052485,618.65
user0078970,55.19
user0089807,12.74
user0043807,951.27
user0102027,22.49
user0095594,156.46
user0069064,11.14
user0088093,12.09
user0071047,10.07
user0068979,10.71
user0090299,11.04
user0029515,46.63
user0068948,10.2
user0002788,10.5
user0069142,21.74
user0091801,44.56
user0041851,73.71
user0107227,10.78
user0105643,11.05
user0050585,10.04
user0066038,88.50
user0065936,22.09
user0082497,24.49
user0041151,43.80
user0041617,11.23
user0071739,11.8
user0069524,171.58
user0066143,22.02
user0051122,31.57
user0020057,658.04
user0031389,11.16
user0050308,21.58
user0019551,10.77
user0021354,36.52
user0035060,12.81
user0108547,12.29
user0113573,23.33
user0048894,32.41
user0093901,44.23
user0072939,33.80
user0004456,10.18
user0063018,12.07
user0013821,42.73
user0016616,11.27
user0035490,10.07
user0101899,21.23
user0004147,10.07
user0000928,83.60
user0017923,279.43
user0077791,67.70
user0026970,10.35
user0045291,11.23
user0095732,98.82
user0085450,38.01
user0099840,11.28
user0065765,10.64
user0013947,91.68
user0059446,12.22
user0005752,10.95
user0000203,13.72
user0012404,35.75
user0037469,12.7
user0098062,21.58
user0074473,302.82
user0034689,224.61
user0072598,721.39
user0049450,33.54
user0109018,13.5
user0090864,12.56
user0066404,23.06
user0055214,43.52
user0112799,23.72
user0066986,21.65
user0085953,16.74
user0007263,72.15
user0023861,45.74
user0109281,21.22
user0047989,179.81
user0043165,10.88
user0011052,42.39
user0064263,21.69
user0076944,37.26
user0042820,94.58
user0121642,12.56
user0024536,10.95
user0094278,12.4
user0032428,11.26
user0001510,11.02
user0084547,13.09
user0065961,24.29
user0068561,13.63
user0067775,10.86
user0083251,11.12
user0003320,38.75
user0115354,14.55
user0019484,28.23
user0108231,19.11
user0000570,12.12
user0115478,10.55
user0092379,21.44
user0020449,17.69
user0089189,14.67
user0011685,14.07
user0050133,11.28
user0029662,22.87
user0043426,10.82
user0055612,27.12
user0060596,92.59
user0084220,20.82
user0010867,11.44
user0105975,22.55
user0012336,16.03
user0084003,204.96
user0112676,10.57
user0051334,309.72
user0055336,74.54
user0074213,10.28
user0052389,38.88
user0079451,11.02
user0059505,435.28
user0092082,75.42
user0013166,86.11
user0025958,40.22
user0059909,21.21
user0044842,21.35
user0055888,70.20
user0006855,22.46
user0029172,481.16
user0010072,226.20
user0036591,139.23
user0096695,28.60
user0062049,24.76
user0059532,135.59
user0054923,52.36
user0018583,13.88
user0029496,59.29
user0019625,11.13
user0089755,23.93
user0107021,10.9
user0084697,64.61
user0088716,10.86
user0119928,22.09
user0045457,12.31
user0095495,57.07
user0034810,76.64
user0069143,10.01
user0095273,13.02
user0013475,11.02
user0022277,39.89
user0077125,10.99
user0031220,10.01
user0019399,10.46
user0108265,69.08
user0007073,13.63
user0001078,14.51
user0026194,10.05
user0003175,125.66
user0113457,66.39
user0025340,10.88
user0103701,447.83
user0073208,44.33
user0014811,10.8
user0109152,19.21
user0006497,691.67
user0050656,31.68
user0032430,41.24
user0111682,37.53
user0100025,10.78
user0111564,27.23
user0063376,22.28
user0019799,28.85
user0052900,44.54
user0051694,10.53
user0032602,27.61
user0108437,33.50
user0008914,10.89
user0089508,25.75
user0105533,10.04
user0001080,11.33
user0073055,22.25
user0038305,239.67
user0113532,10.77
user0037917,598.98
user0047031,12.75
user0063602,31.59
user0050684,10.25
user0090687,11.45
user0023797,10.53
user0114669,10.82
user0120199,350.44
user0028803,11.16
user0033470,307.65
user0020600,10.82
user0107720,22.21
user0052599,13.57
user0037900,255.43
user0068438,24.36
user0063703,54.77
user0094331,684.27
user0093996,11.42
user0054408,11
user0107930,30.03
user0003672,61.44
user0062167,33.60
user0010489,260.19
user0050453,375.08
user0052428,10.76
user0038273,22.01
user0034480,21.75
user0045146,10.28
user0005691,11.02
user0033606,58.20
user0070837,11.2
user0018031,35.16
user0088286,69.31
user0009786,11.06
user0029930,98.71
user0069703,58.58
user0080981,2122.82
user0109486,111.71
user0088375,21.48
user0013419,11.16
user0053550,27.63
user0073148,11.16
user0113339,22.28
user0030507,11.52
user0068964,54.34
user0108194,109.58
user0077909,21.20
user0056020,11.63
user0022432,10.57
user0012743,44.36
user0103528,20.06
user0016444,110.60
user0103540,10.77
user0058212,62.60
user0042510,82.19
user0047362,11.59
user0106959,10.11
user0079319,11.16
user0042372,15.11
user0037638,10.21
user0003951,10.77
user0098602,10.25
user0010956,61.36
user0087630,22.77
user0067526,10.79
user0038262,423.82
user0000157,171.13
user0021044,12.97
user0061827,12.35
user0077613,10.18
user0034887,12.31
user0070718,10.85
user0072592,111.00
user0019193,328.16
user0025766,84.01
user0064320,21.83
user0017217,91.16
user0116124,23.30
user0008627,54.37
user0042516,13.33
user0067761,251.01
user0083450,48.11
user0104788,21.26
user0019198,22.14
user0102962,10.72
user0086473,10.74
user0081306,54.39
user0062022,35.48
user0069056,10.07
user0070803,172.91
user0112624,32.46
user0042012,145.16
user0069828,57.29
user0088604,10.01
user0036220,10.92
user0009072,10.67
user0067253,408.45
user0116665,66.82
user0074636,27.00
user0034753,10.67
user0121064,21.03
user0004398,427.16
user0047590,62.36
user0031133,305.75
user0115944,11.09
user0046541,133.68
user0049453,12.31
user0050780,130.42
user0070570,12.37
user0047961,22.39
user0010057,75.16
user0053981,10.92
user0050541,70.39
user0076915,22.28
user0077515,10.8
user0056651,73.16
user0038858,12.63
user0065137,10.88
user0029379,214.56
user0063062,20.47
user0010771,70.09
user0056606,23.20
user0029529,10.96
user0079942,20.09
user0093860,11.3
user0037764,141.34
user0073939,15.29
user0095070,10.16
user0077668,10.02
user0101259,38.18
user0110028,20.54
user0103833,41.31
user0054219,10.31
user0025667,11.54
user0001475,21.85
user0068282,23.45
user0052847,31.86
user0076125,11.2
user0033878,21.51
user0089329,261.13
user0077556,302.42
user0050385,308.68
user0089343,10.74
user0047888,10.15
user0059686,11.33
user0064311,21.65
user0064633,48.43
user0027701,40.75
user0017046,10.75
user0098590,11.47
user0038060,13.24
user0046204,220.19
user0002970,108.05
user0047511,10.01
user0035470,10.74
user0030752,22.38
user0076712,11.21
user0011821,120.45
user0016950,10.9
user0023042,44.86
user0104696,746.16
user0013994,11.62
user0025602,10.8
user0038295,16.2
user0114907,25.44
user0011322,14.77
user0036148,10.92
user0002437,10.07
user0098447,10.9
user0095426,12.05
user0032325,11.19
user0115778,21.28
user0012779,22.38
user0087882,28.99
user0015382,11.61
user0015305,56.30
user0040031,12.24
user0044274,10.63
user0104868,30.12
user0118578,1370.56
user0051424,36.12
user0070123,592.75
user0044851,11.25
user0044365,58.05
user0083973,10.06
user0094346,10.35
user0043767,127.60
user0102657,11.02
user0038668,61.91
user0116660,15.11
user0060839,11.16
user0092471,97.20
user0116003,10.02
user0036385,11.93
user0086687,21.9
user0081632,11.72
user0078251,14.32
user0097990,72.53
user0118524,65.99
user0011100,270.70
user0018015,23.67
user0072746,10.81
user0069384,10.28
user0001212,41.93
user0076483,25.52
user0062961,11.16
user0118205,51.58
user0031005,11.52
user0001229,12.22
user0015509,332.60
user0095031,35.63
user0012921,13.08
user0080988,11.54
user0085763,11.06
user0045666,11.16
user0080168,22.57
user0116464,1952.47
user0104566,342.45
user0015775,22.38
user0099637,73.92
user0033165,90.10
user0012431,23.73
user0079771,12.25
user0017744,110.69
user0010036,10.81
user0098765,88.27
user0085607,20.75
user0085172,33.96
user0034068,14.84
user0081663,11.33
user0030588,92.76
user0037455,69.07
user0090254,21.34
user0056471,23.25
user0110889,17.88
user0093550,12.19
user0100054,12.39
user0106181,106.35
user0046127,11.62
user0092026,10.86
user0041275,10.86
user0082739,11.61
user0045970,10.22
user0070929,32.53
user0071716,10.67
user0013137,11.86
user0073799,11.62
user0083722,47.20
user0116364,216.99
user0021774,33.72
user0111308,41.28
user0077417,10.96
user0037920,10.01
user0078233,103.13
user0115160,11.42
user0053597,59.29
user0107452,47.43
user0082053,11.46
user0052777,11.44
user0111391,10.59
user0055119,30.85
user0068605,10.07
user0021011,11.16
user0067814,1047.18
user0096415,10.01
user0115428,30.87
user0086329,24.11
user0069620,10.04
user0033343,11.23
user0067100,18.93
user0091766,92.93
user0095494,10.74
user0037027,28.12
user0101557,93.61
user0098553,11.75
user0098063,30.02
user0117891,28.02
user0088566,151.63
user0065372,10.8
user0015536,33.24
user0061333,12.31
user0092508,10.14
user0032996,10.84
user0048029,21.48
user0003881,35.42
user0064839,31.12
user0120396,320.16
user0032263,189.78
user0076398,20.02
user0052179,11.47
user0003890,12.05
user0083127,21.69
user0067488,14.26
user0116103,10.35
user0060249,66.94
user0084866,13.57
user0073245,12.85
user0031491,43.69
user0072226,12.21
user0108671,12.31
user0067361,12.45
user0016952,14.63
user0115188,1050.75
user0047596,11.14
user0045571,11.84
user0089863,11.16
user0018191,10.74
user0114298,44.37
user0000654,11.19
user0119351,22.18
user0070737,23.51
user0101540,59.24
user0120761,10.48
user0030564,10.49
user0107879,12.17
user0076220,13.11
user0103076,10.74
user0026081,17.42
user0095773,25.20
user0112429,57.57
user0063985,43.92
user0026538,35.87
user0116385,12.89
user0066626,11.14
user0088067,36.31
user0010782,10.95
user0030180,12.98
user0039014,146.45
user0017773,21.77
user0001560,154.68
user0107216,21.65
user0075727,12.78
user0005334,69.82
user0060607,22.34
user0043721,21.81
user0010925,10.35
user0070574,11.42
user0015076,73.28
user0113189,10.46
user0002394,11.59
user0103143,12.52
user0099732,11.47
user0056387,21.08
user0008203,12.05
user0038053,12.45
user0058483,10.01
user0048009,11.6
user0112611,13.46
user0017124,22.08
user0045094,353.29
user0074568,35.86
user0097324,77.59
user0089034,55.76
user0009451,10.88
user0066444,11.36
user0061809,10.91
user0039963,937.08
user0052347,10.14
user0053009,10.94
user0042715,11.16
user0112052,10.92
user0089802,11.12
user0013529,93.62
user0055939,10.86
user0113436,10.7
user0068589,10.49
user0010525,88.20
user0115635,11.12
user0014733,33.71
user0120202,10.8
user0021225,22.39
user0042251,10.14
user0093894,24.17
user0039716,12.45
user0014912,12.56
user0030764,37.86
user0115413,10.26
user0025188,339.61
user0114030,30.27
user0001073,10.46
user0039403,11.28
user0017768,21.13
user0070512,25.99
user0050080,50.05
user0033276,200.62
user0037554,283.64
user0089150,22.87
user0110851,11.54
user0027688,35.44
user0107838,24.8
user0052843,244.25
user0002716,53.36
user0003040,21.69
user0083034,12.38
user0001082,19.38
user0087597,14.21
user0061510,56.41
user0007313,82.76
user0106421,11.12
user0071172,1104.14
user0038660,31.69
user0080154,10.74
user0105475,21.65
user0117640,15.8
user0102259,12.43
user0002590,11.02
user0041153,10.81
user0006117,11.99
user0108591,11.19
user0043799,22.35
user0048253,10.89
user0098305,11.19
user0002893,14.94
user0083824,12.14
user0036858,711.43
user0090059,64.51
user0109960,11.38
user0093279,10.25
user0075834,11.33
user0051691,140.39
user0106207,11.72
user0114963,12.07
user0089145,11.1
user0111050,412.23
user0110813,10.11
user0070973,120.22
user0030112,39.56
user0079923,10.25
user0111626,191.26
user0119146,20.25
user0056831,34.01
user0008848,33.77
user0015124,26.57
user0061413,11.47
user0114496,12.74
user0039452,14.77
user0049327,10.71
user0046265,72.85
user0019877,10.96
user0032110,14.94
user0020383,10.9
user0097331,49.47
user0098825,2032.05
user0118021,581.01
user0070694,11.02
user0086070,36.75
user0057485,11.16
user0103104,34.21
user0000775,75.72
user0048172,10.56
user0042681,10.02
user0097854,11.45
user0056324,22.22
user0049346,808.78
user0042955,11.01
user0113001,12.45
user0013886,30.53
user0028471,50.23
user0082847,12.38
user0050011,10.2
user0082477,11.16
user0053247,35.33
user0104408,24.53
user0077140,82.42
user0045233,11.72
user0083367,10.29
user0050170,12.26
user0118579,11.16
user0013051,127.58
user0110029,11.8
user0105401,334.43
user0001738,50.32
user0117101,10.88
user0085625,10.99
user0023814,12.39
user0081690,12.34
user0030717,139.96
user0075466,117.18
user0083781,12.45
user0075032,15.32
user0073631,10.01
user0025548,130.16
user0003200,10.77
user0022209,23.91
user0066828,79.83
user0100360,122.58
user0021285,12.38
user0101864,64.71
user0031391,1803.52
user0078641,160.22
user0091261,10.78
user0091763,34.18
user0060542,49.88
user0102273,10.95
user0029958,12.84
user0097867,32.01
user0075469,11
user0098785,22.84
user0002672,340.34
user0008635,21.61
user0115049,12.56
user0003393,31.04
user0087912,33.53
user0012580,10.21
user0118586,21.50
user0087467,22.21
user0097707,10.89
user0019011,12.12
user0025750,11.02
user0119677,11.16
user0042808,10.81
user0082922,20.11
user0006177,22.17
user0113772,24.05
user0061146,10.22
user0048703,28.80
user0001046,31.42
user0075480,34.60
user0085237,33.87
user0007866,11.2
user0068924,32.39
user0018594,12.5
user0025400,11.26
user0026438,10.95
user0031337,11.19
user0089323,11.14
user0014546,12.44
user0006500,22.08
user0069769,41.02
user0034075,11.25
user0103636,33.93
user0001944,22.60
user0039436,53.61
user0030711,10.23
user0057019,17.91
user0110085,52.11
user0073124,10.28
user0072353,117.81
user0095222,11.16
user0054749,11.16
user0080585,12.38
user0031513,10.84
user0053891,11.69
user0037709,163.11
user0026286,10.65
user0000034,37.93
user0103094,30.03
user0013833,12.52
user0089305,10.79
user0076556,32.06
user0024668,32.15
user0111034,20.65
user0105723,12.31
user0084419,64.67
user0026013,10.96
user0119604,10.98
user0063296,10.01
user0001986,12.8
user0004257,19.25
user0052982,16.47
user0040393,40.06
user0043325,11.67
user0115963,22.47
user0113653,10.01
user0026485,12.21
user0024849,11.71
user0020965,10.92
user0093761,22.84
user0117266,875.81
user0087593,10.96
user0106580,23.10
user0100628,10.94
user0038493,69.61
user0045059,1085.13
user0101444,10.01
user0086927,51.39
user0068258,25.09
user0121176,48.97
user0071450,12.37
user0111182,10.74
user0022011,20.27
user0072477,10.01
user0019956,11.04
user0020810,10.74
user0098844,11.75
user0009038,40.69
user0032671,21.48
user0043983,12.31
user0060712,230.66
user0093121,531.42
user0055530,20.49
user0113569,20.04
user0014288,10.01
user0040018,56.41
user0067475,100.11
user0014204,10.95
user0051280,303.57
user0022964,11.16
user0065852,10.88
user0034367,604.64
user0099767,15.04
user0053021,103.51
user0081155,10.81
user0076386,10.53
user0014697,30.30
user0066284,39.06
user0107908,10.18
user0059684,10.04
user0037363,10.3
user0080159,10.92
user0053106,402.58
user0071725,36.52
user0022521,124.01
user0051970,11.18
user0038919,270.02
user0015632,11.12
user0088599,388.24
user0039749,23.18
user0018877,20.08
user0061188,53.22
user0031721,10.57
user0079044,44.22
user0045105,124.98
user0105388,28.89
user0047306,115.44
user0026641,193.46
user0006682,11.16
user0057568,29.77
user0026704,11.33
user0049058,582.25
user0100803,10.67
user0108431,21.85
user0001591,22.64
user0112658,12.98
user0059068,175.88
user0093692,158.65
user0028857,165.71
user0055148,812.98
user0018051,11.65
user0043348,83.86
user0072357,10.67
user0017079,22.66
user0009234,11.47
user0066234,54.29
user0040468,71.27
user0001948,25.88
user0078060,45.75
user0050548,13.5
user0031320,10.3
user0047466,24.82
user0064600,81.82
user0081842,11.63
user0034262,10.28
user0065617,32.47
user0002971,24.21
user0005898,26.11
user0060790,12.66
user0099342,15.41
user0019800,36.18
user0104099,123.39
user0052861,23.98
user0035480,344.95
user0063334,20.36
user0088650,144.60
user0025280,17.44
user0069469,20.63
user0110699,10.11
user0025331,10.33
user0036849,10.21
user0012049,21.68
user0114503,10.59
user0101782,64.94
user0046104,14.1
user0055642,11.79
user0092472,10.89
user0040755,36.08
user0070922,11.16
user0116296,11.26
user0099081,36.77
user0086200,24.45
user0098309,32.95
user0027213,25.95
user0116582,23.73
user0031922,20.02
user0109141,11.2
user0071950,11.09
user0118629,60.08
user0029397,10.56
user0052967,47.64
user0101912,10.76
user0034714,10.78
user0054070,31.86
user0072860,279.57
user0047518,27.68
user0027464,52.91
user0009952,10.86
user0001254,11.12
user0033706,40.79
user0106347,11.44
user0070526,11
user0024300,11.54
user0084514,46.63
user0023404,158.19
user0038469,10.91
user0069284,11
user0108369,81.04
user0082307,12.29
user0111464,12.56
user0111196,12.54
user0113393,10.86
user0054554,13.6
user0077500,11.54
user0097296,10.86
user0065085,11.51
user0100332,42.25
user0090964,26.71
user0098587,23.21
user0079365,35.04
user0022892,24.46
user0059711,100.03
user0074185,10.07
user0084362,23.24
user0072707,30.27
user0092320,24.55
user0020846,13.43
user0035852,24.39
user0018312,12.35
user0049981,20.07
user0074839,10.57
user0009161,41.61
user0064711,22.02
user0013535,32.77
user0077623,13.99
user0090870,11.12
user0062563,12.15
user0048867,21.04
user0116869,39.19
user0098227,10.29
user0088702,11.19
user0111164,20.43
user0099103,68.25
user0057196,12.05
user0044217,13.27
user0019267,10.6
user0063051,15.01
user0032103,80.70
user0006775,11.02
user0035476,21.93
user0044736,125.36
user0010264,146.58
user0032617,60.64
user0004269,11.51
user0107025,10.39
user0094630,61.22
user0062711,35.51
user0037100,10.01
user0014167,10.04
user0065808,1020.37
user0111603,11.27
user0113567,11.14
user0084093,15.85
user0093183,11.19
user0083353,15.48
user0046426,10.07
user0106351,13.12
user0040634,134.28
user0099562,23.27
user0020457,412.82
user0071360,11.1
user0007823,11.22
user0033247,113.12
user0015084,43.21
user0041749,58.16
user0098104,10.81
user0068261,68.76
user0009258,14.17
user0108109,145.16
user0005057,10.78
user0105751,68.94
user0038025,23.12
user0099547,67.05
user0082368,50.16
user0019942,10.69
user0113143,21.01
user0117198,21.80
user0058553,12.45
user0046997,24.87
user0064695,577.60
user0023258,11.6
user0010205,11.2
user0109511,37.28
user0084028,339.74
user0069912,89.41
user0108448,10.04
user0040563,11.53
user0065942,11.16
user0059438,13.86
user0054201,43.00
user0054968,120.13
user0033839,54.56
user0020264,12.87
user0075266,56.99
user0089393,11.12
user0121579,47.41
user0073555,10.01
user0098859,22.21
user0120959,188.11
user0016079,11.47
user0092625,10.9
user0096321,211.35
user0034901,10.74
user0011750,10.75
user0097146,60.09
user0037520,12.66
user0047584,34.97
user0039164,24.41
user0023850,20.02
user0073243,110.93
user0076001,27.82
user0117301,11.55
user0018253,10.24
user0000592,345.84
user0025341,11.14
user0063137,572.34
user0083932,12.74
user0017270,110.14
user0114553,210.72
user0023412,26.58
user0020387,94.27
user0007430,422.57
user0107443,10.02
user0020822,29.77
user0076772,223.69
user0031257,20.72
user0089314,50.58
user0084507,10.67
user0047727,67.26
user0026964,25.47
user0068377,225.99
user0026972,47.82
user0057661,17.13
user0121264,13.79
user0051786,20.23
user0109230,30.12
user0014682,12.88
user0010916,10.01
user0018544,108.01
user0095842,101.50
user0038073,31.73
user0101882,11.19
user0054368,20.35
user0015032,24.21
user0066882,10.93
user0103800,22.99
user0084924,25.03
user0117348,43.00
user0092159,185.70
user0080880,46.58
user0022345,10.12
user0028100,46.84
user0095959,11.02
user0006220,32.64
user0094513,52.65
user0072564,10.1
user0119456,77.55
user0054217,12.04
user0061673,175.20
user0038057,35.60
user0060733,13.14
user0093898,85.84
user0066699,10.71
user0070022,22.79
user0093188,60.82
user0007033,22.18
user0059354,40.88
user0111871,38.97
user0107822,51.99
user0091356,10.09
user0103341,44.67
user0097928,29.39
user0069129,10.81
user0069186,10.23
user0087119,10.83
user0024180,21.69
user0085320,92.43
user0118346,52.47
user0063900,133.97
user0085757,214.44
user0041870,23.61
user0113194,11.61
user0081631,30.04
user0078709,10.01
user0116645,21.76
user0030964,287.90
user0065629,24.17
user0063969,42.53
user0011581,10.81
user0069925,938.88
user0019723,10.01
user0046255,81.38
user0078613,10.18
user0029922,74.39
user0068526,21.93
user0062259,522.75
user0083457,183.30
user0054503,12.4
user0006165,53.47
user0100702,100.62
user0088669,10.74
user0049711,12.18
user0011669,25.93
user0014011,10.28
user0060992,10.79
user0068838,10.18
user0109090,34.42
user0101835,10.01
user0082765,10.67
user0063146,382.99
user0112546,11.96
user0087269,11.8
user0034113,10.77
user0026028,11.17
user0004202,75.67
user0013214,10.9
user0118655,10.05
user0010417,15.52
user0051350,13.41
user0052890,12.24
user0008466,13.15
user0018783,61.53
user0110178,21.72
user0067675,229.79
user0047020,11.06
user0036625,26.16
user0096697,60.06
user0108065,10.76
user0059334,42.46
user0077779,11.58
user0051811,53.16
user0088504,11.51
user0056534,32.37
user0052973,97.48
user0073927,67.99
user0005298,21.53
user0052672,31.81
user0090341,10.74
user0034335,10.02
user0071355,274.17
user0111347,50.10
user0002099,11.89
user0034725,692.57
user0020947,21.97
user0052877,21.52
user0060917,12.44
user0000735,26.72
user0106219,34.31
user0074754,11.02
user0098696,22.21
user0003507,27.49
user0093616,10.26
user0011617,107.13
user0090996,20.79
user0120179,21.46
user0042645,21.14
user0002749,45.43
user0005340,22.10
user0064212,21.79
user0055204,405.03
user0113820,352.89
user0095386,11.23
user0063940,34.25
user0102088,10.41
user0109712,11.81
user0051638,17.25
user0120486,840.31
user0026745,35.61
user0020244,11.61
user0008744,10.64
user0087448,11.44
user0030544,11.47
user0103924,20.85
user0075611,66.73
user0061391,11.49
user0067189,10.35
user0102402,44.55
user0029306,33.49
user0104270,12.14
user0038694,11.65
user0040868,20.05
user0053616,68.05
user0053880,10.88
user0070661,10.76
user0017982,11.86
user0113080,451.27
user0118315,37.51
user0118141,10.95
user0087095,327.82
user0097136,11.62
user0120643,31.87
user0077911,301.34
user0027134,12.35
user0103124,38.91
user0114001,11.19
user0083714,21.68
user0000279,217.71
user0039354,11.09
user0043455,208.99
user0006567,10.04
user0045553,10.01
user0065589,154.14
user0002096,38.02
user0002371,532.07
user0058197,10.5
user0098712,10.9
user0075571,117.56
user0030243,33.61
user0091681,37.76
user0107812,113.90
user0052844,10.9
user0015708,10.88
user0114495,12.14
user0066041,21.42
user0048835,21.92
user0000345,11.06
user0048206,385.65
user0048542,10.13
user0053283,75.94
user0105485,18.33
user0041472,329.89
user0092992,15.68
user0077110,23.67
user0081726,11.14
user0024015,10.4
user0017096,409.80
user0057168,30.97
user0101081,87.46
user0079827,40.06
user0069715,12.45
user0038903,119.76
user0026729,21.66
user0013521,11.12
user0012414,27.0
user0038426,23.33
user0105335,11.54
user0087683,13.88
user0071521,327.39
user0022412,10.53
user0076326,10.93
user0089117,57.65
user0079271,10.99
user0101290,84.79
user0111881,13.09
user0001334,20.97
user0002524,10.11
user0072185,10.04
user0090437,23.72
user0108176,26.08
user0020076,28.62
user0057071,43.82
user0070333,20.38
user0077471,13.73
user0100885,10.76
user0075368,11.72
user0076760,33.59
user0041462,12.14
user0106546,49.21
user0074782,120.31
user0054237,12.35
user0066147,22.06
user0026366,10.81
user0050640,21.48
user0072542,10.8
user0068344,10.82
user0068466,13.96
user0024973,645.27
user0113371,261.61
user0058327,17.56
user0116958,299.99
user0066716,27.91
user0098407,11.44
user0002572,22.37
user0080516,45.67
user0076430,10.88
user0010102,22.55
user0046110,10.74
user0056248,10.84
user0053719,21.6
user0050739,10.67
user0105269,46.20
user0107772,32.45
user0087839,23.28
user0033631,32.59
user0090486,51.98
user0016317,11.18
user0081628,52.98
user0045371,77.11
user0053916,706.14
user0102608,10.85
user0032179,136.93
user0000754,95.53
user0068242,32.37
user0053143,47.16
user0065019,10.41
user0063449,698.05
user0093122,11.74
user0031318,37.11
user0088641,38.35
user0103777,53.74
user0057223,11.16
user0096490,24.21
user0001854,34.77
user0017040,10.98
user0020868,106.17
user0106673,23.89
user0041024,21.38
user0082371,10.81
user0069826,24.11
user0069952,209.40
user0060012,34.16
user0032676,10.92
user0030979,24.06
user0047186,14.27
user0078605,15.48
user0029559,10.46
user0103363,51.15
user0103722,34.73
user0119192,12.07
user0005678,122.68
user0029009,10.53
user0113542,140.81
user0012395,189.84
user0085641,11.53
user0094403,11.69
user0017396,132.58
user0039674,10.74
user0034482,10.35
user0037221,35.62
user0032336,11.81
user0024854,1441.25
user0093284,45.99
user0011790,34.61
user0112165,10.86
user0074611,23.64
user0068949,23.86
user0021964,11.38
user0057703,21.66
user0014085,11.16
user0023759,81.13
user0068390,10.74
user0073610,146.39
user0011551,31.11
user0004158,12.18
user0108705,10.74
user0116807,22.29
user0053566,10.76
user0083967,11.1
user0027792,11.36
user0035393,12.2
user0100534,31.19
user0048404,535.45
user0073777,10.81
user0012178,12.45
user0043793,10.01
user0021219,10.01
user0066900,21.34
user0069067,178.65
user0060837,11.87
user0074502,10.8
user0032232,11.29
user0110246,81.66
user0059137,10.92
user0030381,58.52
user0051196,11.06
user0063713,10.07
user0068284,29.66
user0114463,42.88
user0049080,11.19
user0071936,60.95
user0107913,10.46
user0116052,21.48
user0088522,14.63
user0006736,10.74
user0090960,10.04
user0072856,39.67
user0106131,11.19
user0099456,11.38
user0088608,12.7
user0091295,14.03
user0105822,427.28
user0081167,519.16
user0115893,47.61
user0022223,64.70
user0021594,12.7
user0075928,45.39
user0075712,12.92
user0082456,10.26
user0001201,148.56
user0059128,27.35
user0049372,10.67
user0086736,11.54
user0099444,12.24
user0025192,10.18
user0078035,32.54
user0077751,49.35
user0012665,10.01
user0014532,11.25
user0105441,51.30
user0098245,22.71
user0015140,47.45
user0085092,10.95
user0073323,11.65
user0087070,36.05
user0043528,20.89
user0084463,430.04
user0059161,758.77
user0119278,10.22
user0017613,142.38
user0065541,20.98
user0068529,53.60
user0054886,11.67
user0022817,34.43
user0116921,20.17
user0100581,11.23
user0023161,10.21
user0091782,11.1
user0027065,11.63
user0087910,10.95
user0103941,57.79
user0008059,10.54
user0074013,22.95
user0049864,33.79
user0037688,207.72
user0099533,10.07
user0006460,10.2
user0032157,20.04
user0071565,37.04
user0018804,10.92
user0019294,10.26
user0017886,26.77
user0072108,11.21
user0028895,23.09
user0094915,11.19
user0047715,31.13
user0075722,11.41
user0018077,21.59
user0023387,115.28
user0016399,46.56
user0117071,12.79
user0023030,10.95
user0099424,10.45
user0098220,314.61
user0008577,22.87
